model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1.1521107	-1.1521105	1.95	1	0.61133587	0.61133701	0.10252858	0.1021365	3.9025876	0.99763796	-0.67471445	-0.85508198	-0.83686464	0.04129149	0.096706297	0.092567632	0.038084992	0.41826569	1.761487	1.7842566	-9.8328766	R0:N6:S0:1	8d6f65b	v1.0.0	 1.23e-04	 2.40e-02	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1819386	-1.1144464	1.95	1	0.61007223	0.61126015	0.10337874	0.10053656	3.9007851	0.99933915	-0.67468335	-0.84878905	-0.84381272	0.041565165	0.095310998	0.094158129	0.0380926	0.41824526	1.7696564	1.7760932	-9.6817592	R0:N6:S0:1	8d6f65b	v1.0.0	 1.27e-04	 8.27e-03	 4.74e-03	2022-04-27@13:57
1D_2_4b	4	1.1908325	-1.1005708	1.95	1	0.6094424	0.60999338	0.10357906	0.099943704	3.9004165	0.99981991	-0.67472411	-0.84643515	-0.84510046	0.041628916	0.094791583	0.094478302	0.038044401	0.41834117	1.7723035	1.7740705	-9.6251409	R0:N6:S0:1	8d6f65b	v1.0.0	 1.30e-04	 2.97e-04	 1.33e-03	2022-04-27@13:57
1D_2_4b	4	1.2296789	-1.0487423	1.9	1	0.60694397	0.60962224	0.10356304	0.10010356	3.9003111	0.99979268	-0.67468496	-0.84673093	-0.84539869	0.041623913	0.094933276	0.094581194	0.038049586	0.41831604	1.7721603	1.7743097	-9.316696	R0:N6:S0:1	8d6f65b	v1.0.0	 1.62e-04	 1.60e-04	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2688022	-0.99642786	1.85	1	0.60446354	0.60933759	0.1035661	0.10027387	3.9001476	0.99978925	-0.67463433	-0.84705933	-0.84592302	0.041625117	0.095084867	0.094736146	0.038064214	0.41827078	1.7720763	1.7743846	-9.0064173	R0:N6:S0:1	8d6f65b	v1.0.0	 2.11e-04	 6.72e-03	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2745587	-0.98459959	1.85	1	0.60508748	0.60661702	0.1035848	0.10007234	3.900125	0.99990134	-0.67466792	-0.84632719	-0.84572005	0.041630224	0.094914476	0.094748075	0.038019973	0.41835687	1.7730079	1.7740463	-8.957936	R0:N6:S0:1	8d6f65b	v1.0.0	 2.14e-04	 1.42e-04	 8.42e-04	2022-04-27@13:57
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	8d6f65b	v1.0.0	 9.69e-05	 1.59e-01	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1985693	-1.1985694	2	1	0.60694122	0.60694124	0.10236627	0.093354217	3.9066458	1	-0.6768739	-0.82132396	-0.82132397	0.041225766	0.088819696	0.088819697	0.036307764	0.42209283	1.782808	1.782808	-10.102303	R0:N6:S0:1	8d6f65b	v1.0.0	 1.24e-04	 8.71e-03	 2.56e-02	2022-04-27@13:57
1D_2_4b	4	1.1951789	-1.195179	2	1	0.61878646	0.61878646	0.10351798	0.098107316	3.9018927	1	-0.67524828	-0.84077552	-0.84077551	0.041608406	0.093121679	0.093121675	0.037789082	0.41898088	1.7741315	1.7741315	-10.109078	R0:N6:S0:1	8d6f65b	v1.0.0	 1.12e-04	 3.08e-02	 5.50e-03	2022-04-27@13:57
1D_2_4b	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	 1.19e-04	 6.52e-04	 2.37e-03	2022-04-27@13:57
1D_2_4b	4	1.1521109	-1.1521103	1.95	1	0.61133409	0.61133872	0.10252874	0.10213615	3.9025873	0.99763829	-0.67471445	-0.85508049	-0.83686601	0.041291542	0.096705987	0.092567911	0.038084986	0.41826571	1.7614885	1.7842551	-9.8328758	R0:N6:S0:1	8d6f65b	v1.0.0	 1.23e-04	 2.40e-02	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.1819403	-1.1144445	1.95	1	0.61007218	0.61126012	0.10337878	0.10053646	3.9007851	0.99933924	-0.67468335	-0.84878869	-0.84381303	0.041565178	0.095310917	0.0941582	0.038092597	0.41824526	1.7696568	1.7760928	-9.6817515	R0:N6:S0:1	8d6f65b	v1.0.0	 1.27e-04	 8.27e-03	 4.74e-03	2022-04-27@13:57
1D_2_4b	4	1.1908332	-1.1005699	1.95	1	0.60944255	0.60999342	0.10357908	0.099943724	3.9004164	0.99981994	-0.6747241	-0.84643524	-0.84510075	0.041628924	0.094791602	0.094478368	0.038044415	0.41834114	1.7723035	1.7740703	-9.6251376	R0:N6:S0:1	8d6f65b	v1.0.0	 1.30e-04	 2.97e-04	 1.33e-03	2022-04-27@13:57
1D_2_4b	4	1.22968	-1.0487409	1.9	1	0.60694605	0.60962042	0.10356291	0.10010392	3.9003113	0.99979239	-0.67468493	-0.84673254	-0.84539765	0.04162387	0.094933607	0.094580992	0.038049607	0.418316	1.7721589	1.7743109	-9.3166903	R0:N6:S0:1	8d6f65b	v1.0.0	 1.62e-04	 1.59e-04	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2688011	-0.9964316	1.85	1	0.60446376	0.60933505	0.10356578	0.10027364	3.9001486	0.99978889	-0.67463453	-0.84705853	-0.84591911	0.041625013	0.095084652	0.094735277	0.038064037	0.41827116	1.7720756	1.7743873	-9.0064301	R0:N6:S0:1	8d6f65b	v1.0.0	 2.11e-04	 6.71e-03	 1.00e+06	2022-04-27@13:57
1D_2_4b	4	1.2745429	-0.9846239	1.85	1	0.60510127	0.60663102	0.10358556	0.10007838	3.9001208	0.9999004	-0.67466617	-0.84635133	-0.84573696	0.041630482	0.094919891	0.094751839	0.038021557	0.41835355	1.772994	1.7740415	-8.9580559	R0:N6:S0:1	8d6f65b	v1.0.0	 2.14e-04	 1.48e-04	 8.41e-04	2022-04-27@13:57
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	8d6f65b	v1.0.0	 9.69e-05	 1.59e-01	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.1985693	-1.1985694	2	1	0.60694122	0.60694124	0.10236627	0.093354217	3.9066458	1	-0.6768739	-0.82132396	-0.82132397	0.041225766	0.088819696	0.088819697	0.036307764	0.42209283	1.782808	1.782808	-10.102303	R0:N6:S0:1	8d6f65b	v1.0.0	 1.24e-04	 8.71e-03	 2.56e-02	2022-04-27@13:58
1D_2_4b	4	1.1951789	-1.195179	2	1	0.61878646	0.61878646	0.10351798	0.098107316	3.9018927	1	-0.67524828	-0.84077552	-0.84077551	0.041608406	0.093121679	0.093121675	0.037789082	0.41898088	1.7741315	1.7741315	-10.109078	R0:N6:S0:1	8d6f65b	v1.0.0	 1.12e-04	 3.08e-02	 5.50e-03	2022-04-27@13:58
1D_2_4b	4	1.1524059	-1.1524067	2	1	0.61046529	0.61046028	0.10360211	0.099340041	3.9006609	0.99999952	-0.67486309	-0.84430633	-0.84430216	0.041635616	0.094250227	0.094249373	0.037950006	0.41855365	1.7736584	1.7736627	-9.9324079	R0:N6:S0:1	8d6f65b	v1.0.0	 1.19e-04	 6.52e-04	 2.37e-03	2022-04-27@13:58
1D_2_4b	4	1.1521109	-1.1521103	1.95	1	0.61133409	0.61133872	0.10252874	0.10213615	3.9025873	0.99763829	-0.67471445	-0.85508049	-0.83686601	0.041291542	0.096705987	0.092567911	0.038084986	0.41826571	1.7614885	1.7842551	-9.8328758	R0:N6:S0:1	8d6f65b	v1.0.0	 1.23e-04	 2.40e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.1819403	-1.1144445	1.95	1	0.61007218	0.61126012	0.10337878	0.10053646	3.9007851	0.99933924	-0.67468335	-0.84878869	-0.84381303	0.041565178	0.095310917	0.0941582	0.038092597	0.41824526	1.7696568	1.7760928	-9.6817515	R0:N6:S0:1	8d6f65b	v1.0.0	 1.27e-04	 8.27e-03	 4.74e-03	2022-04-27@13:58
1D_2_4b	4	1.1908332	-1.1005699	1.95	1	0.60944255	0.60999342	0.10357908	0.099943724	3.9004164	0.99981994	-0.6747241	-0.84643524	-0.84510075	0.041628924	0.094791602	0.094478368	0.038044415	0.41834114	1.7723035	1.7740703	-9.6251376	R0:N6:S0:1	8d6f65b	v1.0.0	 1.30e-04	 2.97e-04	 1.33e-03	2022-04-27@13:58
1D_2_4b	4	1.22968	-1.0487409	1.9	1	0.60694605	0.60962042	0.10356291	0.10010392	3.9003113	0.99979239	-0.67468493	-0.84673254	-0.84539765	0.04162387	0.094933607	0.094580992	0.038049607	0.418316	1.7721589	1.7743109	-9.3166903	R0:N6:S0:1	8d6f65b	v1.0.0	 1.62e-04	 1.59e-04	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.2688011	-0.9964316	1.85	1	0.60446376	0.60933505	0.10356578	0.10027364	3.9001486	0.99978889	-0.67463453	-0.84705853	-0.84591911	0.041625013	0.095084652	0.094735277	0.038064037	0.41827116	1.7720756	1.7743873	-9.0064301	R0:N6:S0:1	8d6f65b	v1.0.0	 2.11e-04	 6.71e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.2745429	-0.9846239	1.85	1	0.60510127	0.60663102	0.10358556	0.10007838	3.9001208	0.9999004	-0.67466617	-0.84635133	-0.84573696	0.041630482	0.094919891	0.094751839	0.038021557	0.41835355	1.772994	1.7740415	-8.9580559	R0:N6:S0:1	8d6f65b	v1.0.0	 2.14e-04	 1.48e-04	 8.41e-04	2022-04-27@13:58
1D_2_4b	4	1.3253823	-0.90861008	1.8	1	0.60305285	0.60105808	0.10364089	0.099614827	3.8999527	1.0002163	-0.67472948	-0.8442513	-0.84571765	0.041646418	0.09452306	0.094893452	0.037905581	0.4185688	1.7754559	1.7732543	-8.5500725	R0:N6:S0:1	8d6f65b	v1.0.0	 3.13e-04	 8.17e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.3192796	-0.92347389	1.8	1	0.60249316	0.60401165	0.10357576	0.099790175	3.9001309	1.0000395	-0.67472547	-0.84491521	-0.84537209	0.041626318	0.094667288	0.094742825	0.037929896	0.41852761	1.7743041	1.7740101	-8.6106751	R0:N6:S0:1	8d6f65b	v1.0.0	 3.06e-04	 1.27e-04	 1.14e-03	2022-04-27@13:58
1D_2_4b	4	1.3637082	-0.86541687	1.75	1	0.59995979	0.60112194	0.10347141	0.099422298	3.9004455	1.0000661	-0.67484916	-0.84320849	-0.84383623	0.041591371	0.09433995	0.094460661	0.037787046	0.41881229	1.7753646	1.7747934	-8.2752264	R0:N6:S0:1	8d6f65b	v1.0.0	 4.46e-04	 0.00e+00	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.4079663	-0.81017807	1.7	1	0.59712776	0.59871319	0.10334832	0.098944055	3.9008695	1.0000932	-0.67500901	-0.84106519	-0.8419474	0.041550318	0.093910651	0.094080752	0.037617983	0.41915518	1.7765419	1.7757329	-7.9509458	R0:N6:S0:1	8d6f65b	v1.0.0	 6.64e-04	 5.16e-04	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.4506606	-0.75687005	1.65	1	0.59592994	0.59832487	0.10337182	0.099228761	3.9006259	1.0000727	-0.67492428	-0.84196077	-0.84276587	0.041558249	0.094167805	0.09430531	0.037668436	0.41903723	1.7761935	1.7756309	-7.6374309	R0:N6:S0:1	8d6f65b	v1.0.0	 9.90e-04	 2.51e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.4051545	-0.73957659	1.65	1	0.58566685	0.5922246	0.10309369	0.099697133	3.9007381	0.99978238	-0.67489807	-0.84233514	-0.84133605	0.041467488	0.094588725	0.094236129	0.037538385	0.41923881	1.7758505	1.7783501	-7.5607209	R0:N6:S0:1	8d6f65b	v1.0.0	 9.98e-04	 1.64e-04	 1.58e-03	2022-04-27@13:58
1D_2_4b	4	1.356366	-0.65476152	1.6	1	0.56441304	0.57931941	0.10245394	0.10112733	3.9008747	0.99899898	-0.67476336	-0.84452375	-0.83846322	0.041259078	0.095872816	0.094191587	0.037309934	0.41955861	1.7741239	1.7848017	-7.1060671	R0:N6:S0:1	8d6f65b	v1.0.0	 1.56e-03	 7.33e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.3580969	-0.66849648	1.6	1	0.56721787	0.5832487	0.10252628	0.10185466	3.9005382	0.99880355	-0.67457218	-0.8476472	-0.8402332	0.041284469	0.096515054	0.094498763	0.037519048	0.41913592	1.7718074	1.784439	-7.1651387	R0:N6:S0:1	8d6f65b	v1.0.0	 1.54e-03	 1.26e-04	 1.54e-03	2022-04-27@13:58
1D_2_4b	4	1.2667257	-0.59671824	1.55	1	0.54214735	0.57243369	0.10169595	0.10614866	3.8997033	0.99707402	-0.6738379	-0.85896442	-0.84050021	0.041017853	0.10033245	0.0953993	0.037684299	0.41856439	1.7633924	1.7940117	-6.7644165	R0:N6:S0:1	8d6f65b	v1.0.0	 2.41e-03	 5.33e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.3707548	-0.60903495	1.55	1	0.56108756	0.57852112	0.10221666	0.1029657	3.9005693	0.99823251	-0.67442296	-0.85072162	-0.83916911	0.041184318	0.097508125	0.094505363	0.037520978	0.41907098	1.7693652	1.7876646	-6.8228821	R0:N6:S0:1	8d6f65b	v1.0.0	 2.45e-03	 1.76e-03	 2.85e-03	2022-04-27@13:58
1D_2_4b	4	1.371709	-0.60600373	1.55	1	0.55965602	0.57800577	0.10223505	0.10246542	3.9006864	0.99842408	-0.67452922	-0.84869412	-0.83868438	0.041189515	0.097062156	0.09439704	0.037422497	0.41927705	1.7708475	1.7873562	-6.8093117	R0:N6:S0:1	8d6f65b	v1.0.0	 2.47e-03	 1.17e-04	 6.53e-04	2022-04-27@13:58
1D_2_4b	4	1.44588	-0.55150005	1.5	1	0.56254015	0.577355	0.10232025	0.10132504	3.9010505	0.99881222	-0.67476942	-0.84496196	-0.83746268	0.041215475	0.096049802	0.094041942	0.03726736	0.41963095	1.7735798	1.7860721	-6.4911775	R0:N6:S0:1	8d6f65b	v1.0.0	 4.32e-03	 4.31e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.36472	-0.53018049	1.5	1	0.54522156	0.56869893	0.10180683	0.10273814	3.9010074	0.99812724	-0.67460403	-0.84731106	-0.83569231	0.041048519	0.0973115	0.094158016	0.037120883	0.41980604	1.7716883	1.7915393	-6.394394	R0:N6:S0:1	8d6f65b	v1.0.0	 4.30e-03	 3.01e-04	 3.20e-03	2022-04-27@13:58
1D_2_4b	4	1.336962	-0.44206504	1.45	1	0.52485309	0.55300195	0.10099344	0.10267921	3.9021505	0.99758513	-0.67491441	-0.84349593	-0.82833984	0.040779849	0.097269897	0.093197822	0.036504525	0.42095367	1.7735308	1.799203	-5.9233893	R0:N6:S0:1	8d6f65b	v1.0.0	 8.19e-03	 6.42e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.3341449	-0.45383479	1.45	1	0.52804295	0.55590184	0.10100738	0.10397151	3.9017042	0.99716213	-0.67461378	-0.84869631	-0.83037348	0.040786722	0.098416019	0.09361023	0.036789942	0.4203571	1.7697648	1.7995115	-5.9747091	R0:N6:S0:1	8d6f65b	v1.0.0	 7.98e-03	 1.81e-03	 2.67e-03	2022-04-27@13:58
1D_2_4b	4	1.332959	-0.45712998	1.45	1	0.52841126	0.55674919	0.10101309	0.10419729	3.9016221	0.99709031	-0.6745601	-0.84958221	-0.83079033	0.04078908	0.098614385	0.093687065	0.036842354	0.4202483	1.7690767	1.7995538	-5.9887058	R0:N6:S0:1	8d6f65b	v1.0.0	 7.93e-03	 8.45e-05	 6.99e-04	2022-04-27@13:58
1D_2_4b	4	1.2763576	-0.3863619	1.4	1	0.50885477	0.54363748	0.09999788	0.10725179	3.9018826	0.99543282	-0.67424005	-0.85645764	-0.82633549	0.04045813	0.10133133	0.093580902	0.036698929	0.42035357	1.7629669	1.8104516	-5.5913956	R0:N6:S0:1	8d6f65b	v1.0.0	 1.56e-02	 3.68e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.2034535	-0.38400891	1.4	1	0.49962475	0.5404515	0.099579137	0.11164342	3.9003822	0.99398717	-0.67336843	-0.86925625	-0.8300411	0.040325513	0.10521859	0.09505344	0.037157165	0.41923935	1.7540336	1.816422	-5.5795906	R0:N6:S0:1	8d6f65b	v1.0.0	 1.51e-02	 2.08e-03	 2.40e-03	2022-04-27@13:58
1D_2_4b	4	1.2030043	-0.38766037	1.4	1	0.50131567	0.54136972	0.099585061	0.11231873	3.9001339	0.99377369	-0.67320985	-0.87186427	-0.83108641	0.040328494	0.10581346	0.095281362	0.037300376	0.41893644	1.7521869	1.8165622	-5.5961172	R0:N6:S0:1	8d6f65b	v1.0.0	 1.49e-02	 6.31e-05	 1.08e-03	2022-04-27@13:58
1D_2_4b	4	0.97501328	-0.3220272	1.35	1	0.46399531	0.52211169	0.097336502	0.13283702	3.8932711	0.98694594	-0.66939986	-0.92499997	-0.8449742	0.039606408	0.1237103	0.10207732	0.039080254	0.41442341	1.7131386	1.8480051	-5.2194496	R0:N6:S0:1	8d6f65b	v1.0.0	 2.55e-02	 4.03e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	1.051687	-0.33790641	1.35	1	0.48241019	0.52769614	0.097754836	0.12902577	3.8954613	0.98775645	-0.67009362	-0.91937916	-0.84087609	0.039742202	0.12041187	0.099902487	0.038994773	0.41483462	1.7164838	1.8409849	-5.2929425	R0:N6:S0:1	8d6f65b	v1.0.0	 2.54e-02	 6.07e-04	 5.41e-03	2022-04-27@13:58
1D_2_4b	4	0.87990477	-0.30834203	1.3	1	0.46822312	0.51628957	0.095436395	0.15805015	3.8852983	0.97832577	-0.66446112	-0.99434244	-0.86622706	0.039000856	0.14507176	0.10970688	0.042246	0.407095	1.6581097	1.8753693	-5.0808079	R0:N6:S0:1	8d6f65b	v1.0.0	 3.69e-02	 1.48e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.90915394	-0.30510544	1.3	1	0.47032862	0.51716507	0.095715913	0.15352537	3.8871681	0.97965325	-0.66536734	-0.98349803	-0.86127411	0.039089604	0.1412861	0.1079211	0.041729017	0.40832516	1.6665507	1.8707103	-5.0665119	R0:N6:S0:1	8d6f65b	v1.0.0	 3.78e-02	 9.90e-04	 2.75e-03	2022-04-27@13:58
1D_2_4b	4	0.77497852	-0.28387235	1.25	1	0.46577846	0.50717003	0.093264269	0.18913978	3.8737396	0.96856031	-0.65842732	-1.0667698	-0.89519957	0.038301449	0.17054528	0.12067229	0.045753963	0.39872879	1.5986774	1.9078597	-4.8961064	R0:N6:S0:1	8d6f65b	v1.0.0	 4.98e-02	 9.07e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.75915014	-0.27769974	1.25	1	0.45948259	0.50624937	0.093227736	0.19041295	3.8723868	0.96860013	-0.65820792	-1.0667762	-0.89796326	0.038289719	0.17157793	0.12197592	0.045725866	0.3987014	1.5993937	1.9097319	-4.8676615	R0:N6:S0:1	8d6f65b	v1.0.0	 5.03e-02	 8.19e-04	 3.19e-03	2022-04-27@13:58
1D_2_4b	4	0.59997502	-0.25670645	1.2	1	0.45275519	0.49512341	0.090032411	0.25173533	3.8436301	0.95231728	-0.64633684	-1.1814942	-0.96730236	0.037257101	0.21909011	0.14865582	0.05197808	0.38341991	1.5047009	1.9624686	-4.7074873	R0:N6:S0:1	8d6f65b	v1.0.0	 6.16e-02	 2.03e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.60149918	-0.25384906	1.2	1	0.45034036	0.4948022	0.090093991	0.24971767	3.8443823	0.95295001	-0.64679731	-1.1766949	-0.9649106	0.037276033	0.21758011	0.14799444	0.051674889	0.38410608	1.5087149	1.9618357	-4.6929637	R0:N6:S0:1	8d6f65b	v1.0.0	 6.19e-02	 0.00e+00	 1.97e-03	2022-04-27@13:58
1D_2_4b	4	0.43786517	-0.23596105	1.15	1	0.44071863	0.48418982	0.086033789	0.34831807	3.789961	0.93086045	-0.62860135	-1.3150619	-1.0834079	0.035947617	0.28716538	0.19668046	0.06011895	0.36273462	1.394425	2.0288514	-4.5558256	R0:N6:S0:1	8d6f65b	v1.0.0	 7.14e-02	 2.46e-02	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.4861517	-0.23486681	1.15	1	0.4501728	0.48511271	0.086801515	0.32374382	3.8061159	0.93507015	-0.63285815	-1.2898345	-1.0504779	0.036198425	0.27065865	0.18238918	0.058461281	0.3671382	1.4143078	2.0129766	-4.5487558	R0:N6:S0:1	8d6f65b	v1.0.0	 7.19e-02	 1.75e-03	 6.62e-03	2022-04-27@13:58
1D_2_4b	4	0.48704454	-0.23396519	1.15	1	0.44704138	0.48420848	0.086798523	0.31989978	3.808353	0.93587362	-0.63377401	-1.2827296	-1.0444712	0.036193613	0.26795933	0.18045682	0.057966321	0.36826766	1.4191341	2.0130757	-4.5400607	R0:N6:S0:1	8d6f65b	v1.0.0	 7.16e-02	 5.89e-04	 1.76e-03	2022-04-27@13:58
1D_2_4b	4	0.41621519	-0.21731148	1.1	1	0.44665884	0.47401667	0.083696812	0.38426986	3.7748121	0.92045902	-0.62243541	-1.3647239	-1.1121671	0.035152031	0.31049497	0.20969944	0.06309778	0.35489541	1.3478996	2.0539278	-4.3974289	R0:N6:S0:1	8d6f65b	v1.0.0	 7.96e-02	 8.71e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.3996542	-0.21694656	1.1	1	0.4412743	0.47383776	0.083422764	0.39363093	3.768041	0.91916403	-0.62100298	-1.3710636	-1.1248166	0.035060538	0.31632065	0.21557131	0.063555334	0.35356667	1.3428285	2.0600676	-4.3949277	R0:N6:S0:1	8d6f65b	v1.0.0	 7.94e-02	 5.89e-04	 2.55e-03	2022-04-27@13:58
1D_2_4b	4	0.33696274	-0.20338191	1.05	1	0.43917207	0.46457065	0.080156786	0.4684291	3.7259691	0.90280088	-0.60857018	-1.4475042	-1.2027166	0.033943803	0.36108074	0.25080468	0.068679011	0.3396723	1.277846	2.0975033	-4.2661697	R0:N6:S0:1	8d6f65b	v1.0.0	 8.55e-02	 1.14e-03	 1.00e+06	2022-04-27@13:58
1D_2_4b	4	0.3360887	-0.20251316	1.05	1	0.44105974	0.46421614	0.080121512	0.47152261	3.7239582	0.9022596	-0.60793461	-1.4517786	-1.2063635	0.033933279	0.36308217	0.25244152	0.068948555	0.33902721	1.2760781	2.0971684	-4.2656539	R0:N6:S0:1	8d6f65b	v1.0.0	 8.55e-02	 2.22e-04	 1.51e-03	2022-04-27@13:58
